LoanGuid,Product Type,Branch Channel,Loan Purpose,LoanAmount,Funded D,cycle_days
82510232,NONCONFORMING,Wholesale,Purchase,229950.0,2025-11-20,42
82510207,NONCONFORMING,Wholesale,Refinance,230000.0,2025-10-31,22
82510208,NONCONFORMING,Wholesale,Purchase,360000.0,2025-12-05,57
82510209,NONCONFORMING,Wholesale,Purchase,1215000.0,2025-10-21,12
82510210,NONCONFORMING,Wholesale,Purchase,325000.0,2025-11-10,32
82510233,,Wholesale,Purchase,15600.0,2025-11-04,26
82510235,FHA,Wholesale,Refinance CashOut,412000.0,2025-12-11,63
82510240,NONCONFORMING,Wholesale,Purchase,237993.0,2025-10-31,21
82510242,FHA,Wholesale,Purchase,530750.0,2025-11-05,26
82510243,FHA BOND,Wholesale,Purchase,419775.0,2025-11-14,35
82510245,2ND,Wholesale,Purchase,15225.0,2025-11-14,35
82510246,NONCONFORMING,Wholesale,Refinance CashOut,300000.0,2025-10-30,20
82510247,NONCONFORMING,Wholesale,Refinance CashOut,502500.0,2025-11-12,33
82510248,FHA,Wholesale,Purchase,386000.0,2025-10-31,21
82510253,NONCONFORMING,Wholesale,Purchase,825000.0,2025-10-29,19
82510254,NONCONFORMING,Wholesale,Refinance CashOut,2475000.0,2025-10-30,20
82510255,CONFORMING,Wholesale,Purchase,512750.0,2025-11-06,27
82505245,NONCONFORMING,Wholesale,Purchase,205600.0,2025-05-29,22
82505252,NONCONFORMING,Wholesale,Refinance CashOut,120000.0,2025-06-27,51
82505254,NONCONFORMING,Wholesale,Refinance CashOut,1067000.0,2025-07-01,55
82505255,NONCONFORMING,Wholesale,Refinance CashOut,837000.0,2025-05-28,21
82505274,NONCONFORMING,Wholesale,Purchase,436000.0,2025-06-24,19
82505275,2ND,Wholesale,Refinance CashOut,300000.0,2025-05-30,22
82505276,NONCONFORMING,Wholesale,Refinance,370000.0,2025-06-06,29
82505277,FHA,Wholesale,Purchase,443900.0,2025-06-10,33
82505278,NONCONFORMING,Wholesale,Purchase,340000.0,2025-06-06,29
82505280,FHA,Wholesale,Purchase,472850.0,2025-05-30,22
82505282,NONCONFORMING,Wholesale,Purchase,384000.0,2025-06-09,32
82505283,2ND,Wholesale,Refinance CashOut,300000.0,2025-06-02,25
82505302,NONCONFORMING,Wholesale,Purchase,530905.0,2025-06-13,35
82505303,FHA BOND,Wholesale,Purchase,265375.0,2025-05-30,21
62505304,NONCONFORMING,Retail,Purchase,455000.0,2025-06-20,42
82505305,2ND,Wholesale,Purchase,9625.0,2025-05-30,21
82505309,NONCONFORMING,Wholesale,Purchase,198000.0,2025-05-29,20
82505310,NONCONFORMING,Wholesale,Refinance,258000.0,2025-06-10,32
82505311,FHA,Wholesale,Purchase,352128.0,2025-06-12,14
82505315,CONFORMING,Wholesale,Purchase,350000.0,2025-05-21,12
82505285,NONCONFORMING,Wholesale,Refinance,154000.0,2025-06-03,26
82505286,2ND,Wholesale,Refinance CashOut,125000.0,2025-06-20,43
82505287,NONCONFORMING,Wholesale,Refinance,600000.0,2025-05-28,20
82505288,FHA,Wholesale,Purchase,564525.0,2025-05-20,12
82505291,CONFORMING,Wholesale,Purchase,769500.0,2025-06-04,27
82505293,CONFORMING,Wholesale,Purchase,423000.0,2025-06-27,50
82505296,NONCONFORMING,Wholesale,Purchase,456000.0,2025-05-30,21
82505334,CONVENTIONAL BOND STD MI,Wholesale,Purchase,257050.0,2025-06-09,28
82505350,2ND,Wholesale,Refinance CashOut,300000.0,2025-07-08,57
82505357,NONCONFORMING,Wholesale,Purchase,360000.0,2025-06-13,32
82505360,NONCONFORMING,Wholesale,Purchase,954000.0,2025-06-02,21
82505337,NONCONFORMING,Wholesale,Refinance CashOut,185250.0,2025-06-12,31
82505340,NONCONFORMING,Wholesale,Refinance CashOut,1020000.0,2025-06-25,44
82505343,NONCONFORMING,Wholesale,Refinance CashOut,296250.0,2025-07-23,72
82505346,NONCONFORMING,Wholesale,Refinance CashOut,195000.0,2025-06-03,22
82505368,NONCONFORMING,Wholesale,Purchase,800000.0,2025-09-10,121
82505386,2ND,Wholesale,Refinance CashOut,500000.0,2025-08-11,90
82505388,NONCONFORMING,Wholesale,Purchase,348000.0,2025-05-30,17
82505390,NONCONFORMING,Wholesale,Refinance CashOut,242000.0,2025-07-11,53
82505391,ZERO INTEREST PROGRAM,Wholesale,Purchase,7950.0,2025-06-09,28
82505392,NONCONFORMING,Wholesale,Purchase,383920.0,2025-06-25,43
82505393,FHA,Wholesale,Purchase,381175.0,2025-06-10,28
82505394,NONCONFORMING,Wholesale,Purchase,544755.0,2025-06-26,44
82505395,NONCONFORMING,Wholesale,Refinance,244920.0,2025-06-30,48
82505396,FHA BOND,Wholesale,Purchase,463200.0,2025-06-12,29
82505398,2ND,Wholesale,Purchase,24000.0,2025-06-12,29
82505399,NONCONFORMING,Wholesale,Purchase,252000.0,2025-06-02,20
82505369,FHA BOND,Wholesale,Purchase,434153.0,2025-06-23,41
82505371,CONFORMING,Wholesale,Purchase,399200.0,2025-06-13,32
82505373,2ND,Wholesale,Refinance CashOut,263000.0,2025-07-23,71
82505374,NONCONFORMING,Wholesale,Refinance CashOut,1750000.0,2025-09-30,140
82505376,NONCONFORMING,Wholesale,Purchase,271933.0,2025-05-27,14
82505378,NONCONFORMING,Wholesale,Purchase,151500.0,2025-06-06,24
82505379,ZERO INTEREST PROGRAM,Wholesale,Purchase,15746.0,2025-06-23,41
82505380,NONCONFORMING,Wholesale,Purchase,372000.0,2025-06-03,21
62505381,2ND,Retail,Refinance CashOut,250000.0,2025-06-04,22
62505382,NONCONFORMING,Retail,Purchase,725000.0,2025-06-06,18
82505403,NONCONFORMING,Wholesale,Refinance CashOut,857400.0,2025-06-06,24
82505404,FHA BOND,Wholesale,Purchase,303975.0,2025-06-09,27
82505423,NONCONFORMING,Wholesale,Refinance CashOut,239400.0,2025-06-09,26
82505424,FHA,Wholesale,Purchase,649445.0,2025-06-26,43
82505425,NONCONFORMING,Wholesale,Purchase,192000.0,2025-06-12,29
82505429,NONCONFORMING,Wholesale,Purchase,1173600.0,2025-06-25,42
82505430,CONFORMING,Wholesale,Refinance CashOut,528750.0,2025-07-25,72
82505431,NONCONFORMING,Wholesale,Purchase,315000.0,2025-06-06,23
82505432,NONCONFORMING,Wholesale,Purchase,208250.0,2025-06-24,41
82505433,NONCONFORMING,Wholesale,Purchase,1038750.0,2025-06-12,29
82505405,2ND,Wholesale,Purchase,11025.0,2025-06-09,27
62505407,2ND,Retail,Refinance CashOut,239000.0,2025-06-16,27
82505413,NONCONFORMING,Wholesale,Purchase,224000.0,2025-06-04,21
82505419,NONCONFORMING,Wholesale,Refinance,397500.0,2025-06-30,47
82505437,NONCONFORMING,Wholesale,Purchase,220410.0,2025-06-02,18
82505440,NONCONFORMING,Wholesale,Purchase,364000.0,2025-05-30,15
82505441,NONCONFORMING,Wholesale,Refinance,124000.0,2025-07-09,55
82505443,FHA,Wholesale,Purchase,574175.0,2025-07-28,74
82505465,2ND,Wholesale,Refinance CashOut,150000.0,2025-06-13,29
82505470,NONCONFORMING,Wholesale,Purchase,384000.0,2025-06-12,28
82505473,NONCONFORMING,Wholesale,Purchase,284000.0,2025-06-12,28
82505476,FHA BOND,Wholesale,Purchase,313625.0,2025-06-13,29
82505478,2ND,Wholesale,Refinance CashOut,313000.0,2025-06-10,23
82505479,NONCONFORMING,Wholesale,Refinance CashOut,234000.0,2025-07-11,56
82505444,FHA BOND,Wholesale,Purchase,627250.0,2025-07-31,34
82505447,FHA,Wholesale,Purchase,463200.0,2025-06-04,20
82505451,NONCONFORMING,Wholesale,Refinance CashOut,504000.0,2025-06-11,27
82505453,NONCONFORMING,Wholesale,Refinance CashOut,549500.0,2025-09-15,123
82505456,NONCONFORMING,Wholesale,Purchase,630000.0,2025-06-13,29
82505461,2ND,Wholesale,Refinance CashOut,191200.0,2025-06-18,34
82505484,ZERO INTEREST PROGRAM,Wholesale,Purchase,11375.0,2025-06-13,29
82505485,FHA,Wholesale,Purchase,602160.0,2025-06-04,19
82505505,NONCONFORMING,Wholesale,Purchase,1004250.0,2025-06-16,31
82505507,2ND,Wholesale,Refinance CashOut,295000.0,2025-06-05,20
82511378,NONCONFORMING,Wholesale,Purchase,,2025-12-11,23
82507576,NONCONFORMING,Wholesale,Refinance,3262300.0,2025-08-18,24
82507579,2ND,Wholesale,Refinance CashOut,212000.0,2025-09-23,60
82507584,NONCONFORMING,Wholesale,Refinance,229849.0,2025-08-28,34
82507586,CONFORMING,Wholesale,Purchase,284000.0,2025-10-29,49
82507588,2ND,Wholesale,Refinance CashOut,233000.0,2025-10-01,66
82507589,NONCONFORMING,Wholesale,Purchase,500000.0,2025-08-15,18
82507600,NONCONFORMING,Wholesale,Refinance CashOut,875000.0,2025-08-29,32
82507601,NONCONFORMING,Wholesale,Purchase,3000000.0,2025-08-25,28
82507593,NONCONFORMING,Wholesale,Purchase,236000.0,2025-08-28,31
82507595,NONCONFORMING,Wholesale,Refinance CashOut,308750.0,2025-09-04,38
82507597,CONFORMING,Wholesale,Purchase,488750.0,2025-08-14,17
82507607,NONCONFORMING,Wholesale,Purchase,1200000.0,2025-08-11,14
62507608,NONCONFORMING,Retail,Purchase,740000.0,2025-08-14,16
82507615,NONCONFORMING,Wholesale,Purchase,393400.0,2025-08-19,21
82507616,FHA,Wholesale,Purchase,516275.0,2025-10-02,65
82507617,NONCONFORMING,Wholesale,Purchase,319992.0,2025-09-02,35
82507618,NONCONFORMING,Wholesale,Refinance CashOut,687400.0,2025-08-27,29
82511394,NONCONFORMING,Wholesale,Purchase,,2025-12-17,29
82507619,NONCONFORMING,Wholesale,Purchase,1256250.0,2025-09-03,36
82507623,NONCONFORMING,Wholesale,Refinance CashOut,280000.0,2025-09-11,44
62507628,FHA,Retail,Purchase,292110.0,2025-09-12,32
82507629,2ND,Wholesale,Refinance CashOut,125000.0,2025-08-28,30
82507631,NONCONFORMING,Wholesale,Purchase,448000.0,2025-08-20,22
82507633,NONCONFORMING,Wholesale,Refinance CashOut,350000.0,2025-09-17,50
82507634,2ND,Wholesale,Refinance CashOut,200000.0,2025-08-27,29
82507636,FHA,Wholesale,Purchase,370560.0,2025-10-16,79
82507639,NONCONFORMING,Wholesale,Purchase,332000.0,2025-08-21,23
82507641,NONCONFORMING,Wholesale,Refinance,947000.0,2025-09-15,48
82507646,2ND,Wholesale,Refinance CashOut,126000.0,2025-08-25,27
82507648,FHA,Wholesale,Purchase,994500.0,2025-10-01,64
82507649,2ND,Wholesale,Refinance CashOut,130000.0,2025-08-27,29
82507650,NONCONFORMING,Wholesale,Purchase,156800.0,2025-08-15,16
82507654,2ND,Wholesale,Refinance CashOut,248000.0,2025-08-26,27
82507657,2ND,Wholesale,Refinance CashOut,350000.0,2025-09-15,47
82507658,NONCONFORMING,Wholesale,Purchase,675000.0,2025-08-13,14
82507661,2ND,Wholesale,Refinance CashOut,269005.0,2025-08-21,22
82507662,NONCONFORMING,Wholesale,Refinance CashOut,520000.0,2025-09-08,40
82507663,NONCONFORMING,Wholesale,Purchase,363350.0,2025-08-20,21
82507670,NONCONFORMING,Wholesale,Refinance CashOut,182250.0,2025-08-06,7
82507672,NONCONFORMING,Wholesale,Purchase,252000.0,2025-09-05,36
82507673,NONCONFORMING,Wholesale,Purchase,1617291.0,2025-09-08,39
82507680,CONFORMING,Wholesale,Purchase,820000.0,2025-08-27,27
82507682,FHA,Wholesale,Purchase,299150.0,2025-09-09,40
82507684,NONCONFORMING,Wholesale,Purchase,300000.0,2025-08-26,26
82507687,NONCONFORMING,Wholesale,Refinance CashOut,150000.0,2025-10-20,81
82507689,CONFORMING,Wholesale,Purchase,717500.0,2025-08-28,28
82507692,NONCONFORMING,Wholesale,Refinance CashOut,760000.0,2025-08-18,18
82508007,NONCONFORMING,Wholesale,Refinance,480000.0,2025-08-28,27
82508008,NONCONFORMING,Wholesale,Refinance CashOut,174300.0,2025-09-17,47
82508013,NONCONFORMING,Wholesale,Purchase,524000.0,2025-08-15,14
82508016,2ND,Wholesale,Refinance CashOut,200000.0,2025-09-23,53
82508018,CONFORMING,Wholesale,Purchase,411075.0,2025-08-29,28
82508020,NONCONFORMING,Wholesale,Purchase,252000.0,2025-09-24,54
82508021,NONCONFORMING,Wholesale,Refinance CashOut,371000.0,2025-09-16,46
82508025,NONCONFORMING,Wholesale,Purchase,403750.0,2025-09-03,33
82508028,NONCONFORMING,Wholesale,Refinance,2900000.0,2025-09-19,49
82508029,FHA,Wholesale,Purchase,564525.0,2025-08-18,17
82508031,CONFORMING,Wholesale,Purchase,308400.0,2025-08-27,26
82508036,CONFORMING,Wholesale,Purchase,737200.0,2025-08-22,19
62508037,CONFORMING,Retail,Purchase,516800.0,2025-09-04,31
82508038,NONCONFORMING,Wholesale,Refinance CashOut,1800000.0,2025-09-08,35
82503513,NONCONFORMING,Wholesale,Refinance CashOut,393750.0,2025-05-15,50
82503517,NONCONFORMING,Wholesale,Purchase,494400.0,2025-04-25,30
82503519,NONCONFORMING,Wholesale,Purchase,1332000.0,2025-04-14,19
82503520,FHA,Wholesale,Purchase,260550.0,2025-04-28,33
82503524,NONCONFORMING,Wholesale,Purchase,588250.0,2025-04-21,26
62503525,NONCONFORMING,Retail,Refinance CashOut,315000.0,2025-09-29,182
82503526,NONCONFORMING,Wholesale,Purchase,920000.0,2025-05-16,50
82503528,CONFORMING,Wholesale,Purchase,883500.0,2025-05-28,62
82503529,NONCONFORMING,Wholesale,Purchase,388000.0,2025-04-07,11
82503503,NONCONFORMING,Wholesale,Refinance CashOut,456000.0,2025-06-04,70
82503504,NONCONFORMING,Wholesale,Refinance CashOut,113100.0,2025-04-23,28
62503505,NONCONFORMING,Retail,Refinance CashOut,602000.0,2025-04-29,34
82503509,NONCONFORMING,Wholesale,Purchase,340000.0,2025-04-18,23
82503530,NONCONFORMING,Wholesale,Refinance CashOut,1120000.0,2025-04-23,27
82503533,NONCONFORMING,Wholesale,Refinance,2373000.0,2025-05-13,47
62503549,CONFORMING,Retail,Purchase,232500.0,2025-05-21,26
82503550,NONCONFORMING,Wholesale,Purchase,222750.0,2025-04-28,32
82503551,2ND,Wholesale,Refinance CashOut,125000.0,2025-05-07,41
62503556,2ND,Retail,Refinance CashOut,148344.0,2025-05-07,36
82503559,2ND,Wholesale,Refinance CashOut,113000.0,2025-05-29,62
82503560,NONCONFORMING,Wholesale,Refinance,2812500.0,2025-04-29,32
82503535,NONCONFORMING,Wholesale,Purchase,980000.0,2025-04-29,33
82503536,2ND,Wholesale,Refinance CashOut,220003.0,2025-05-08,42
82503541,NONCONFORMING,Wholesale,Purchase,159000.0,2025-04-22,26
82503542,NONCONFORMING,Wholesale,Purchase,912000.0,2025-06-02,67
82503543,2ND,Wholesale,Refinance CashOut,125000.0,2025-05-02,36
82503546,2ND,Wholesale,Refinance CashOut,225000.0,2025-04-29,33
82503547,2ND,Wholesale,Refinance CashOut,222000.0,2025-04-28,32
82503562,NONCONFORMING,Wholesale,Purchase,408000.0,2025-08-14,37
82503564,2ND,Wholesale,Refinance CashOut,200000.0,2025-04-15,18
82503569,NONCONFORMING,Wholesale,Purchase,525000.0,2025-04-16,19
82503591,NONCONFORMING,Wholesale,Refinance CashOut,350000.0,2025-05-15,45
62503592,CONFORMING,Retail,Refinance CashOut,610000.0,2025-04-30,30
82503593,2ND,Wholesale,Refinance CashOut,150000.0,2025-04-28,28
82503597,FHA,Wholesale,Purchase,342575.0,2025-04-18,18
82503571,CONVENTIONAL BOND,Wholesale,Purchase,212000.0,2025-04-29,32
82503573,FHA BOND,Wholesale,Purchase,246075.0,2025-04-25,28
82503574,NONCONFORMING,Wholesale,Refinance CashOut,346400.0,2025-05-19,52
82503576,FHA,Wholesale,Purchase,554875.0,2025-06-20,22
82503578,ZERO INTEREST PROGRAM,Wholesale,Purchase,51200.0,2025-04-29,32
82503579,ZERO INTEREST PROGRAM,Wholesale,Purchase,6151.0,2025-04-25,28
82503580,ZERO INTEREST PROGRAM,Wholesale,Purchase,8925.0,2025-04-25,28
82503585,NONCONFORMING,Wholesale,Refinance,445000.0,2025-05-22,55
62503586,CONFORMING,Retail,Purchase,600915.0,2025-04-30,23
82503588,CONFORMING,Wholesale,Purchase,312825.0,2025-05-15,46
82503589,NONCONFORMING,Wholesale,Refinance CashOut,270000.0,2025-05-16,46
62503605,NONCONFORMING,Retail,Refinance CashOut,345000.0,2025-09-29,182
82503606,2ND,Wholesale,Refinance CashOut,400000.0,2025-04-24,24
82503607,NONCONFORMING,Wholesale,Purchase,378000.0,2025-04-25,25
82504008,FHA,Wholesale,Purchase,458375.0,2025-05-06,20
82504009,NONCONFORMING,Wholesale,Purchase,160000.0,2025-05-29,58
82504012,CONFORMING,Wholesale,Refinance,660000.0,2025-05-15,44
82504013,NONCONFORMING,Wholesale,Purchase,400000.0,2025-05-06,14
82504015,NONCONFORMING,Wholesale,Purchase,357000.0,2025-05-16,45
82504019,2ND,Wholesale,Refinance CashOut,161000.0,2025-05-02,31
82504022,2ND,Wholesale,Refinance CashOut,451000.0,2025-05-09,38
82503613,FHA,Wholesale,Purchase,362250.0,2025-06-02,63
82504000,NONCONFORMING,Wholesale,Refinance CashOut,225000.0,2025-06-23,83
82504007,NONCONFORMING,Wholesale,Refinance CashOut,700000.0,2025-04-28,27
82504025,FHA,Wholesale,Refinance CashOut,203500.0,2025-06-18,78
82504026,FHA,Wholesale,Purchase,463200.0,2025-04-28,27
82504037,CONFORMING,Wholesale,Purchase,807500.0,2025-04-24,22
82504039,NONCONFORMING,Wholesale,Refinance CashOut,162400.0,2025-05-29,57
82504041,NONCONFORMING,Wholesale,Purchase,421875.0,2025-05-12,40
82504042,NONCONFORMING,Wholesale,Refinance,484800.0,2025-05-07,35
82504043,NONCONFORMING,Wholesale,Purchase,485000.0,2025-04-11,9
82504028,NONCONFORMING,Wholesale,Purchase,604000.0,2025-04-24,23
82504031,CONFORMING,Wholesale,Purchase,183000.0,2025-05-02,21
82504032,2ND,Wholesale,Refinance CashOut,220000.0,2025-04-24,22
82504033,CONFORMING,Wholesale,Purchase,595000.0,2025-04-22,20
82504035,2ND,Wholesale,Refinance CashOut,300000.0,2025-04-29,27
82504036,NONCONFORMING,Wholesale,Purchase,421875.0,2025-05-16,44
82504046,FHA BOND,Wholesale,Purchase,279850.0,2025-06-03,25
82504047,2ND,Wholesale,Purchase,10150.0,2025-06-03,25
82504050,NONCONFORMING,Wholesale,Purchase,351000.0,2025-04-25,21
82504054,NONCONFORMING,Wholesale,Refinance,443300.0,2025-05-07,35
82504058,2ND,Wholesale,Refinance CashOut,175000.0,2025-05-06,34
82504060,NONCONFORMING,Wholesale,Purchase,556103.0,2025-05-01,29
82504076,CONFORMING,Wholesale,Purchase,574750.0,2025-04-24,21
82504077,VA,Wholesale,Purchase,300000.0,2025-04-29,26
82504078,NONCONFORMING,Wholesale,Refinance CashOut,825000.0,2025-04-22,19
82504080,2ND,Wholesale,Refinance CashOut,300000.0,2025-04-29,26
82504081,NONCONFORMING,Wholesale,Purchase,308000.0,2025-04-30,27
82504082,2ND,Wholesale,Refinance CashOut,165000.0,2025-05-07,34
82504083,NONCONFORMING,Wholesale,Purchase,217000.0,2025-04-29,26
82504085,NONCONFORMING,Wholesale,Refinance CashOut,706000.0,2025-05-09,36
82504062,FHA,Wholesale,Refinance,658519.0,2025-05-07,35
82504070,2ND,Wholesale,Refinance CashOut,500000.0,2025-05-08,35
82504072,VA,Wholesale,Purchase,710000.0,2025-07-01,89
62504074,2ND,Retail,Refinance CashOut,500000.0,2025-07-29,117
82508039,FHA,Wholesale,Refinance CashOut,513500.0,2025-09-02,29
62508045,NONCONFORMING,Retail,Refinance,128375.0,2025-09-10,37
82508040,NONCONFORMING,Wholesale,Purchase,380000.0,2025-09-12,39
82508046,NONCONFORMING,Wholesale,Purchase,664000.0,2025-08-27,23
82508047,NONCONFORMING,Wholesale,Purchase,996000.0,2025-08-21,17
82508051,VA,Wholesale,Purchase,461990.0,2025-10-16,28
62508053,2ND,Retail,Refinance CashOut,297308.0,2025-10-14,71
82508054,NONCONFORMING,Wholesale,Purchase,525000.0,2025-09-12,39
82508058,NONCONFORMING,Wholesale,Purchase,318750.0,2025-09-19,46
82508059,2ND,Wholesale,Refinance CashOut,236000.0,2025-09-05,32
82508061,NONCONFORMING,Wholesale,Refinance CashOut,224000.0,2025-10-06,63
82508063,NONCONFORMING,Wholesale,Purchase,483000.0,2025-09-16,43
82508064,NONCONFORMING,Wholesale,Refinance CashOut,155000.0,2025-09-11,38
82508066,2ND,Wholesale,Refinance CashOut,190000.0,2025-10-14,71
82508068,CONVENTIONAL BOND STD MI,Wholesale,Purchase,501750.0,2025-08-25,21
82508069,NONCONFORMING,Wholesale,Refinance CashOut,390000.0,2025-09-05,32
82508074,NONCONFORMING,Wholesale,Purchase,165000.0,2025-08-20,15
82508075,NONCONFORMING,Wholesale,Refinance CashOut,300000.0,2025-09-12,38
82508077,ZERO INTEREST PROGRAM,Wholesale,Purchase,133800.0,2025-08-25,21
82508078,FHA BOND,Wholesale,Purchase,525925.0,2025-09-23,49
82508080,NONCONFORMING,Wholesale,Purchase,682500.0,2025-09-03,29
82508083,2ND,Wholesale,Refinance CashOut,240330.0,2025-09-08,34
82508086,NONCONFORMING,Wholesale,Refinance CashOut,745500.0,2025-08-18,13
82508087,NONCONFORMING,Wholesale,Purchase,342392.0,2025-09-15,41
82508089,FHA BOND,Wholesale,Purchase,451620.0,2025-08-29,24
82508091,NONCONFORMING,Wholesale,Refinance,125400.0,2025-09-19,45
82508093,ZERO INTEREST PROGRAM,Wholesale,Purchase,16380.0,2025-08-29,24
82508094,CONFORMING,Wholesale,Purchase,321300.0,2025-08-22,17
82508522,FHA,Wholesale,Purchase,516275.0,2025-09-09,19
82508520,NONCONFORMING,Wholesale,Purchase,208000.0,2025-09-09,19
82508525,NONCONFORMING,Wholesale,Refinance CashOut,305500.0,2025-10-02,41
82508526,NONCONFORMING,Wholesale,Refinance CashOut,216000.0,2025-10-03,42
82508531,NONCONFORMING,Wholesale,Purchase,307752.0,2025-10-14,53
82508532,NONCONFORMING,Wholesale,Purchase,600000.0,2025-09-16,25
82508537,CONFORMING,Wholesale,Purchase,570000.0,2025-09-04,13
82508538,NONCONFORMING,Wholesale,Purchase,228750.0,2025-09-25,34
82508539,NONCONFORMING,Wholesale,Refinance CashOut,308000.0,2025-09-26,35
62508544,CONFORMING,Retail,Purchase,871200.0,2025-10-01,37
82508545,NONCONFORMING,Wholesale,Refinance,1002000.0,2025-09-25,34
82508548,NONCONFORMING,Wholesale,Refinance CashOut,300000.0,2025-10-10,47
82508550,2ND,Wholesale,Refinance CashOut,125000.0,2025-10-29,65
82508551,FHA,Wholesale,Purchase,481535.0,2025-09-18,24
82508553,NONCONFORMING,Wholesale,Purchase,527000.0,2025-09-08,14
82508555,NONCONFORMING,Wholesale,Purchase,258750.0,2025-09-09,15
82508558,2ND,Wholesale,Refinance CashOut,350000.0,2025-09-17,23
82508560,NONCONFORMING,Wholesale,Purchase,1320000.0,2025-09-26,32
82508562,NONCONFORMING,Wholesale,Purchase,663200.0,2025-09-12,18
82508568,2ND,Wholesale,Refinance CashOut,311000.0,2025-09-16,22
82508569,NONCONFORMING,Wholesale,Refinance CashOut,920000.0,2025-09-29,35
82508577,NONCONFORMING,Wholesale,Purchase,283500.0,2025-09-09,15
82508574,NONCONFORMING,Wholesale,Purchase,419948.0,2025-10-03,39
82508581,NONCONFORMING,Wholesale,Refinance CashOut,305700.0,2025-12-15,111
82508584,NONCONFORMING,Wholesale,Purchase,3000000.0,2025-09-15,20
82508604,FHA,Wholesale,Purchase,386000.0,2025-11-18,32
82508605,NONCONFORMING,Wholesale,Purchase,2000000.0,2025-10-23,58
82508610,NONCONFORMING,Wholesale,Purchase,251376.0,2025-09-22,27
82508611,NONCONFORMING,Wholesale,Purchase,569500.0,2025-09-30,35
82508612,2ND,Wholesale,Refinance CashOut,120000.0,2025-10-10,45
82508616,NONCONFORMING,Wholesale,Purchase,855000.0,2025-09-22,27
82508617,NONCONFORMING,Wholesale,Purchase,287000.0,2025-09-29,34
82508618,FHA,Wholesale,Purchase,738225.0,2025-09-19,24
82508621,NONCONFORMING,Wholesale,Purchase,300000.0,2025-10-01,35
82508622,2ND,Wholesale,Refinance CashOut,117817.0,2025-09-30,34
82508623,NONCONFORMING,Wholesale,Purchase,328000.0,2025-09-25,29
82508629,FHA,Wholesale,Purchase,173700.0,2025-09-19,23
62508630,2ND,Retail,Refinance CashOut,300000.0,2025-10-06,40
82508631,NONCONFORMING,Wholesale,Purchase,370000.0,2025-09-29,33
82508639,NONCONFORMING,Wholesale,Refinance CashOut,142500.0,2025-12-18,113
82508640,NONCONFORMING,Wholesale,Purchase,493000.0,2025-10-10,44
82508641,2ND,Wholesale,Refinance CashOut,156000.0,2025-11-07,72
82508643,FHA,Wholesale,Purchase,247039.0,2025-09-11,15
82508645,NONCONFORMING,Wholesale,Purchase,203000.0,2025-09-22,26
82508646,NONCONFORMING,Wholesale,Purchase,420000.0,2025-09-18,21
82508647,NONCONFORMING,Wholesale,Refinance CashOut,330000.0,2025-09-29,32
82508648,NONCONFORMING,Wholesale,Purchase,433500.0,2025-10-03,36
82508649,NONCONFORMING,Wholesale,Purchase,432000.0,2025-10-07,40
82508652,NONCONFORMING,Wholesale,Purchase,339380.0,2025-09-24,27
82508653,NONCONFORMING,Wholesale,Purchase,183000.0,2025-09-10,13
82508654,FHA,Wholesale,Purchase,202650.0,2025-10-22,36
82508656,CONFORMING,Wholesale,Purchase,500000.0,2025-09-26,29
82508658,CONFORMING,Wholesale,Purchase,673103.0,2025-09-17,20
82508661,CONFORMING,Wholesale,Purchase,535925.0,2025-10-21,33
82508662,NONCONFORMING,Wholesale,Purchase,272000.0,2025-09-23,26
82508664,NONCONFORMING,Wholesale,Refinance,1650000.0,2025-09-29,32
82508665,NONCONFORMING,Wholesale,Purchase,460000.0,2025-09-16,19
82508669,NONCONFORMING,Wholesale,Refinance,1092000.0,2025-09-24,27
82508671,NONCONFORMING,Wholesale,Purchase,331200.0,2025-09-29,32
82508673,2ND,Wholesale,Refinance CashOut,140540.0,2025-09-22,25
82508676,FHA,Wholesale,Purchase,319414.0,2025-10-03,36
82508677,NONCONFORMING,Wholesale,Purchase,312000.0,2025-09-30,32
82508680,2ND,Wholesale,Refinance CashOut,440434.0,2025-10-14,45
82508681,NONCONFORMING,Wholesale,Purchase,719110.0,2025-09-18,20
82508684,2ND,Wholesale,Refinance CashOut,100000.0,2025-10-14,46
82508685,NONCONFORMING,Wholesale,Purchase,281125.0,2025-09-25,27
82508686,CONFORMING,Wholesale,Refinance CashOut,395000.0,2025-11-24,87
82508687,CONFORMING,Wholesale,Purchase,663100.0,2025-09-19,21
82508688,NONCONFORMING,Wholesale,Purchase,237600.0,2025-09-29,31
82508689,2ND,Wholesale,Refinance CashOut,257500.0,2025-09-19,21
82508691,FHA,Wholesale,Purchase,328100.0,2025-09-17,19
82508694,2ND,Wholesale,Refinance CashOut,220000.0,2025-09-19,21
82508697,NONCONFORMING,Wholesale,Purchase,520000.0,2025-10-09,41
62508702,NONCONFORMING,Retail,Refinance,164000.0,2025-10-15,46
82509002,2ND,Wholesale,Refinance CashOut,250000.0,2025-11-21,81
82509008,FHA BOND,Wholesale,Purchase,545225.0,2025-10-07,35
82509010,NONCONFORMING,Wholesale,Purchase,2240000.0,2025-12-19,108
82509011,NONCONFORMING,Wholesale,Purchase,719920.0,2025-10-01,29
82509012,ZERO INTEREST PROGRAM,Wholesale,Purchase,10905.0,2025-10-07,35
82509015,NONCONFORMING,Wholesale,Purchase,822400.0,2025-09-19,17
